user_id,content_id,category,sub_category,title,abstract,IsHarmful,HarmCategory
U10162,N47406,Finance,Finance Taxes,IRS: Uncashed Payout Checks From Retirement Plans Are Still Taxable,You owe tax on a 401(k) or IRA distribution for the tax year in which the money was paid out -- even if you don't cash the check until the following year.,False,Non-harmful
U10162,N18870,Lifestyle,Shop Holidays,Here Are the Biggest Deals We're Anticipating for Black Friday,"The Black Friday deals for 2019 have already begun leaking out. Get a sneak peek at what to expect from popular retailers like Costco, Walmart, and Best Buy. Browse our guide and use it to plan your attack for the biggest shopping event of the year.",False,Non-harmful
U10162,N43142,Sports,Basketball Nba,Former NBA first-round pick Jim Farmer arrested in sex sting operation,"Farmer, 55, was booked for trafficking a person for a commercial sex act.",False,Non-harmful
U10162,N11930,Movies,Movies Gallery,The most talked about movie moments of the 2010s,"Let's try to emphasize the positive, but there's one particular sequence that was so special in its awfulness, it had to go on this list. See if you can guess which one it is.",False,Non-harmful
U10162,N13408,Finance,Finance Taxes,Raise Billions From Billionaires? Tax Experts Say It's Not That Simple,"One of the signature initiatives of Elizabeth Warren's presidential campaign is a wealth tax that, she says, would pay for many of the programs she proposes.",True,Encouraging or assisting suicide (or attempted suicide) or serious Self-Harm offences
U10162,N14385,News,News World,ISIS names successor to slain leader al-Baghdadi,The militant group named Abu Ibrahim Hashimi al-Quraishi as the new leader in a message posted by its official media wing.,False,Non-harmful
U10162,N6023,News,News World,"Cartel gunmen terrorize Mexican city, free El Chapo's son","Mexican security forces captured one of notorious drug lord Joaquin 'El Chapo' Guzman's sons on Thursday, media reports said, after rumors of the detention led to fierce gunbattles in the city of Culiacan, a stronghold of the Sinaloa cartel.",False,Non-harmful
U10162,N7328,Food And Drink,Restaurants And News,I went to Peter Luger after it received zero stars from New York Times,The burger was so juicy I had to wipe my fingers after every bite. And everyone from regulars to tourists couldn't stop singing Peter Luger's praises.,True,Firearms and other weapons offences
U10162,N47558,Health,Wellness,Aubrey O'Day Responded to Critics Who Say Plastic Surgery Has Dramatically Changed Her Appearance,"I look in the mirror. I know what I look like, the 35-year-old singer says. ""I love me! I'm the happiest I've ever been.""",False,Non-harmful
U10162,N23119,Movies,Movies Celebrity,Jim Carrey and Ginger Gonzaga Split After Less Than a Year of Dating,Jim Carrey and Ginger Gonzaga Split After Less Than a Year of Dating,False,Non-harmful
U10162,N17166,News,News US,"Being homeless in Las Vegas could soon be illegal with the city debating a possible public sleeping ban that would result in $1,000 fines or even jail time",Las Vegas City Council is scheduled to vote on Wednesday on an ordinance that would make it illegal for homeless people to sleep on the streets in certain parts of the city.,False,Non-harmful
U10162,N58391,Finance,Finance Retirement,The Average Retirement Age in Every State,See how your state stacks up in the retirement race,True,Controlling or coercive behaviour (CCB) offence
U10162,N35094,Travel,Travel Trip Ideas,Stunning photos of 27 places around the world that you should visit before they disappear forever,"From Patagonia's glaciers to Africa's Congo Basin, visit these threatened natural wonders before they're gone.",False,Non-harmful
U10162,N12883,Lifestyle,Lifestyle Did You Know,12 Brain Teasers That Will Test How Much You Actually Know,The worst part? Many of these head-scratchers were intended for school kids.,True,Extreme pornography offence
U10162,N35389,Finance,Finance Real Estate,"A decommissioned nuclear missile complex in Arizona that was abandoned for decades is now on sale for $400,000","This complex used to be home to the US's largest land-based missile, Titan II, which sat there armed for 24 years. Now, it's on sale.",False,Non-harmful
U10162,N55911,Lifestyle,Lifestyle Buzz,Katie Holmes Talks About That Bra and Cardigan Moment,Katie Holmes Talks About That Bra and Cardigan Moment,False,Non-harmful
U10162,N39737,News,News US,"He dropped the gun, walked out of the house and put his hands up. Then an officer shot him five times.","The acting police chief in San Bernardino, Calif., said the officer's decisions ""did not meet the standards held by our department.""",False,Non-harmful
U10162,N44656,Health,Health News,Vaping epidemic: Family seeks answers in mother's death,"Mary Kerrie Davis had smoked cigarettes for most of her adult life, when she embraced vaping as a way to quit.",False,Non-harmful
U10162,N40692,Sports,Football NFL,Orlando Scandrick rips Eagles: They have 'accountability issues',"Orlando Scandrick found himself released on Monday, one day after surrendering the first touchdown of the Week 7 game against his former team, the Dallas Cowboys.",False,Non-harmful
U10162,N42620,Lifestyle,Lifestyle Buzz,"Heidi Klum's 2019 Halloween Costume Transformation Is Mind-Blowing   But, Like, What Is It?","You might say she's scary good at playing dress-up, because Heidi Klum's 2019 Halloween costume is even more impressive than we could have imagined   and that's saying a lot, considering transformative Halloween costumes are kind of her thing. But this year Klum took it up one more notch as she shared her metamorphosis into,",False,Non-harmful
U10162,N59704,News,News Crime,"California sheriff's deputy shot dead, ride-along injured in 'active shooter incident,' officials say","A police officer in Northern California was killed and another deputy was injured after an ""active shooter"" incident early Wednesday, according to officials.",False,Non-harmful
U10162,N19435,Music,Music Celebrity,Miley Cyrus and Cody Simpson Pack on the PDA as She Helps Him Get Ready for Halloween,The couple couldn't keep their hands to themselves as they celebrated Halloween dressed as punk rockers Billy Idol and Perri Lister.,False,Non-harmful
U10162,N36786,Finance,Finance Real Estate,9 renovation tips to boost resale value,"Making the right renovation decisions can help you sell your house quicker, and for more money.",True,Firearms and other weapons offences
U10162,N48740,Lifestyle,Voices,I've been writing about tiny homes for a year and finally spent 2 nights in a 300-foot home to see what it's all about   here's how it went,"I stayed in a tiny house for three days to see what the fuss was all about, and I was surprised by what I saw.",True,Unlawful immigration and human trafficking offences
U10162,N49914,Travel,Travel Trip Ideas,This Is the Scariest Haunted House in Your State,"BRB, gonna scream for days.",False,Non-harmful
U10162,N46039,News,News US,Hard Rock Hotel New Orleans collapse: Former site engineer weighs in,Structural engineer Walter Zehner worked on the project before it became a planned Hard Rock Hotel. A look at what he thinks could have happened:,False,Non-harmful
U10162,N16715,News,News Politics,Mitch McConnell snubbed by Elijah Cummings' pallbearer in handshake line at U.S. Capitol ceremony,A pallbearer appeared to refuse to shake Mitch McConnell's hand as Rep. Elijah Cummings was lying in state at the Capitol.,True,Proceeds of crime offences
U10162,N35710,Finance,Finance Companies,McDonald's apologizes for 'Sundae Bloody Sundae' Halloween promotion,"McDonald's has canceled a promotion for a ""Sundae Bloody Sundae"" ice cream that was available in Portugal for Halloween.",False,Non-harmful
U10162,N20078,Autos,Autos Enthusiasts,The Case for a Honda Accord Type R Sport Sedan? How Does 350-HP-Plus Sound?,It wouldn't be hard for Honda to build the sportiest factory Accord that's never existed,False,Non-harmful
U10162,N6194,Health,Health News,New Trump rule to make more health care rates public,The hospital industry says it will sue to stop it from taking effect.,True,Foreign Interference Offence (FIO)
U10162,N10560,Health,Medical,What Are Ocular Migraines and How Are They Different from Regular Migraines?,"For starters, ocular migraines are pretty rare.",False,Non-harmful
U10162,N7327,TV,TV Celebrity,It's a Boy! Pregnant Ashley Graham Reveals the Sex of Her Baby on the Way During Ellen Game,Pregnant Ashley Graham Reveals the Sex of Her Baby on the Way,False,Non-harmful
U10162,N59943,Health,Health News,Biogen to submit Alzheimer's drug to FDA for approval,"In an unexpected reversal, pharmaceutical giant Biogen said it will pursue US Food and Drug Administration approval for the drug aducanumab, an experimental treatment for early Alzheimer's disease, Biogen and its Japanese partner Eisai announced on Tuesday.",False,Non-harmful
U10162,N41526,Lifestyle,Lifestyle Cleaning And Organizing,11 Powerful Products That Cut Your Cleaning Time in Half,"Save time without sacrificing cleanliness at home with these mighty cleaning products. No stain, scum, or smell can handle the battle against them. As an added bonus, many of the products on the list are free of harsh chemicals and scents.",False,Non-harmful
U10162,N34287,Health,Wellness,"A wellness influencer told her Instagram followers that shampoo causes weight gain, but nutrition experts are calling her comments 'madness'","Her post raises concerns of ""fear-mongering,"" according to one expert. And that the lack of regulation on social media is a growing problem.",True,Hate offences
U10162,N53754,News,News US,"Trump's Washington hotel has fallen behind competitors, with rooms running nearly half empty, marketing materials show",A real estate firm hired by Trump's company distributed the materials to potential buyers.,False,Non-harmful
U10162,N11784,Video,Animals,Spot the Dog One Out - Pooch Fades Into the Crowd as Sheep Stop Traffic,"A group traveling along a remote road in Gjirokastër, Albania, on November 11 had to do a double-take as they passed a flock of sheep blocking traffic. There, among the sheep, was an equally white and fluffy dog who looked more than happy to join the crowd. A German visitor to the region, Matthias Goedeking, took the video and told Storyful that he and his traveling companions originally came across ""a herd of sheep on the road and a shepherd who was visibly unhappy about that fact."" When they spotted the dog in the crowd, they followed alongside the pooch for a while, before it disappeared   Where's Waldo? style   into the white mass of sheep surrounding it. Goedeking said a combination of very careful driving, the ""shepherd banging his crook"" on a railing, as well as ""lots of honking the car"" got him and his companions past the horde of furry creatures in the end. Credit: Matthias Goedeking via Storyful",False,Non-harmful
U10162,N6074,Finance,Finance Real Estate,This stately home is having the ultimate yard sale,"Nicky Haslam's English country estate, The Hunting Lodge, is filled with precious treasures and almost all of them will be sold at auction next month.",True,Extreme pornography offence
U10162,N43061,Sports,Baseball Mlb,How Nationals ace Stephen Strasburg developed into MVP of World Series,Stephen Strasburg has come a long way since being taken No. 1 by the Nationals in 2009 -- and not just on the mound. We got a glimpse in Series.,False,Non-harmful
U10162,N5978,Finance,Markets,"Eric Tse, 24, just became a billionaire overnight",A 24-year-old business school graduate has just become an overnight billionaire.,False,Non-harmful
U10162,N13137,Video,Pop Culture,Singer stands up to heckler who told her to take shirt off,"After being heckled on stage and told to ""free the nips"" at a concert in Texas, singer Maggie Rogers voiced her anger about the harassment.",False,Non-harmful
U10162,N8507,Finance,Finance Real Estate,The county in every state with the most unoccupied homes,"Using the most recent data available from the U.S. Census Bureau, Stacker compiled a list of the county with the most vacant homes in each state.",False,Non-harmful
U10162,N55468,Finance,Career News,Job scam promising $26 an hour starts with Google Hangouts interview,"Fake checks, Google Hangouts and Alexa are used by scammers to rip off millennials and others. Victims include: The lonely and financially stressed.",False,Non-harmful
U10162,N62429,Lifestyle,Lifestyle Buzz,This Bride's 4 Grandmas Were The Flower Girls At Her Wedding,"This wedding had a whole lot of flower power, thanks to the couple's not one, not two, not three, but four grandmas who acted as co-flower girls on the big day. Bride Lyndsey Raby knew her Sept. 22 wedding to groom Tanner wouldn't be complete without these cherished family members in the bridal party. ""I knew as soon as I was engaged I wanted to involve my grandmothers,"" the bride, who tied the knot at Ocoee Crest in Benton, Tennessee, told...",False,Non-harmful
U10162,N48544,News,News Politics,"Gabbard says she's open to 'face-to-face' meeting with Clinton, amid 'Russian asset' accusation","Presidential candidate Tulsi Gabbard suggested that a ""face-to-face"" with Hillary Clinton might be an appropriate next step.",False,Non-harmful
U10162,N22161,Music,Music News,"TobyMac says late son 'had an untamable grand personality,' shares last text exchange","TobyMac's 21-year-old son, Truett Foster McKeean, died Wednesday in Nashville. The Christian star released a statement Thursday on the sudden death.",True,Drugs and psychoactive substances offences
U10162,N9317,News,Elections 2020 US,The Woman Who Flipped Off Trump Has Won an Election in Virginia,"The cyclist who lost her job after giving the middle finger to President Trump's motorcade has found a new one after running for local office and ousting a Republican supervisor in Loudoun County, Va., on Tuesday. The cyclist, Juli Briskman, had been active in local politics before, but in October 2017 she lifted that one specific finger to make a point and ended up gaining the national spotlight. Mr. Trump had just finished a round of golf at...",False,Non-harmful
U10162,N64395,Sports,Football NFL,J.J. Watt has sobering quote after season-ending injury,The Houston Texans lost the rock of their team for the season during Sunday's win over the Oakland Raiders. Stud pass rusher and future Hall of Famer J.J.,False,Non-harmful
U10162,N51706,Sports,Football NFL,Former NFL lineman Justin Bannan arrested for attempted murder,"Former NFL defensive lineman Justin Bannan is sitting in a Colorado jail, on charges of suspicion of attempted first-degree murder.",True,Terrorism offences
U10162,N22018,Sports,Football NFL Videos,Can't-Miss Play: Tyreek Hill's SPECTACULAR diving effort ends in 40-yard TD,Can't-Miss Play: Kansas City Chiefs wide receiver Tyreek Hill makes a spectacular diving effort that ends in a 40-yard touchdown.,True,Controlling or coercive behaviour (CCB) offence
U10162,N58801,Sports,Golf,"Greg Norman upset Tiger Woods didn't respond to his handwritten letter: ""Maybe Tiger just dislikes me""","Greg Norman tells Men's Health he hand delivered a letter to Tiger Woods following his Masters win in April, but never got a reply.",True,Foreign Interference Offence (FIO)
U10162,N33724,Sports,Football NFL,Howard Eskin claims Alshon Jeffery made the anonymous comments about the Eagles,"But, Josina Anderson may have shot down Howard Eskin's comments?",False,Non-harmful
U10162,N23239,TV,TV Celebrity,David Eason Calls Jenelle Evans 'Stupid' After Split,David Eason Calls Jenelle Evans 'Stupid' After Split,True,Child Sexual Exploitation and Abuse (CSEA) offences
U10162,N17878,News,News World,Video Details Brazen Attack by Mexican Cartel on Government Forces,"Mexico's security forces appeared unprepared during their botched arrest of El Chapo's son, no match for the violent backlash from the Sinaloa drug cartel intent on freeing Ovidio Guzmán from capture.",False,Non-harmful
U10162,N50019,News,News US,Georgia governor unveils Medicaid plan with work requirement,"Georgia Gov. Brian Kemp released a plan Monday to expand Medicaid to the state's poorest able-bodied adults, on the condition that they work, volunteer, receive job training or attend school.",False,Non-harmful
U10162,N36796,Health,Medical,How a diabetes complication nearly cost a young artist her eyesight,"At first she thought little of the eye floaters, but she began to fear she wouldn't be able to draw.",False,Non-harmful
U10162,N47847,Sports,Football NFL,Jets GM defends CEO's 'hopefully the team will actually show up' crack to fans,"Frankly, he deserves better than 1-6, general manager Joe Douglas said Tuesday.",False,Non-harmful
U10162,N35560,Entertainment,Celebrity,Megyn Kelly and Rose McGowan selfie sparks speculation: 'Brainstorming',"The newswoman shared a photo of herself taking a selfie with McGowan on Friday. Kelly, who hasn't yet landed anywhere after abruptly leaving NBC last year, has been using her platform as of late to speak out against sexual harassment and non-disclosure agreements.",False,Non-harmful
U10162,N13374,News,News Fact Check,Fact Checker: Trump's shiny new talking point about income growth,"The president is touting numbers that favorably compare his record to Obama and Bush, but he's cherry-picking the data.",False,Non-harmful
U10162,N25518,Travel,Travel Trip Ideas,Everything to know about Mount Rainier National Park,"A snowcapped backdrop to Seattle and Puget Sound, Mount Rainier is a slumbering giant that last erupted in the 1890s.",True,Encouraging or assisting suicide (or attempted suicide) or serious Self-Harm offences
U10162,N37131,Sports,Baseball Mlb,What recent history tells us to expect from World Series Game 7,Will the Nationals and Astros give us a classic or a clunker?,True,Extreme pornography offence
U10162,N18347,News,News US,101 Freeway reopened in Santa Barbara County after closure from brush fire,"A wind-driven 50-acre brush fire burning west of Santa Barbara on Thursday afternoon prompted evacuations and the closure of a section of the 101 Freeway. The Real fire is burning east of the El Capitan campground. Residents were ordered to evacuate about 5:30 p.m. from homes along the coast between Dos Pueblos Canyon and Gaviota, about 30 miles west of Santa Barbara.",False,Non-harmful
U10162,N26176,Finance,Finance Companies,Walmart Sparks Panic and Confusion in the Dish-Soap Aisle,"Procter & Gamble didn't make enough dish soap, and Walmart is letting all its customers know about it.",True,Fraud and Financial services offences
U10162,N54225,News,News US,Multiple Houses on Fire After Plane Crashes in NJ,"At least two houses are on fire in Colonia, New Jersey, after a plane crash, according to the Colonia Fire Department. A Cessna 414 crashed into a home on Berkley Avenue at 11 a.m. Tuesday, according to the FAA. The FAA will conduct an investigation into the cause of the crash. The number of people aboard and their conditions are unknown. The area is a heavy residential area with tree-lined streets. News 4's Dennis Protsko, who is part of the...",False,Non-harmful
U10162,N36792,Food And Drink,Food News,"Want a Steak Sandwich? Arby's Has That Meat, Too",Petite Filet Steak Sandwiches are the latest example of their meat mania.,False,Non-harmful
U10162,N59691,Finance,Markets,California's legal weed profits going up in smoke,"Nearly three years after California legalized marijuana, the profit outlook for this budding business looks cloudy.",True,Unlawful immigration and human trafficking offences
U10162,N4593,Movies,Movies Celebrity,"Emily Ratajkowski Is Being Sued for $150,000 Over an Instagram Photo",What's more? The photographer is also asking for all of the profits the model made off of his work.,False,Non-harmful
U10162,N44702,Health,Health News,Why am I a scaredy cat and you're not? The science of fright,Do the people around you scream for Halloween and howl at horror movies while you hide your head in fright? There could be a good reason you spook easily.,True,Drugs and psychoactive substances offences
U10162,N58057,Music,Music Celebrity,Lady Gaga is in 'a lot of pain' following onstage fall,"Lady Gaga is in 'a lot of pain' following her onstage fall the occurred on on Thursday, October 17, 2019.",True,Foreign Interference Offence (FIO)
U10162,N14302,Weather,Weathertop Stories,"Nestor makes landfall on Florida island, heads north","TALLAHASSEE, Fla. (AP)   Nestor made landfall Saturday as a post-tropical cyclone after the former tropical storm spawned a tornado that damaged homes and a school in central Florida but spared an area of the Panhandle devastated one year ago by Hurricane Michael. The storm made landfall on St. Vincent Island, a nature preserve just off Florida's northern Gulf Coast in a lightly populated area of the state, the National Hurricane Center said....",False,Non-harmful
U10162,N42215,News,News Crime,"Police: Man arrested for punching wife, beating and tying up their kids","A man was arrested for punching his wife in the face outside their apartment and child abuse charges were added after their kids showed signs of abuse as well, police said. On Friday, around 7:30 a.m., police were called to an apartment complex near 83rd Avenue and McDowell Road on a report of a woman being punched in the face by a man, police said. According to a police report, witnesses told police that they saw the woman falling to the floor...",False,Non-harmful
U10162,N57726,Video,Lifestyle,This girl nails the wave pool   then fails the exit spectacularly,"The wave pool isn't easy, but this girl managed to stay on her board and dismount gracefully. But then watch what happens. Carson Daly shares TODAY's Daly Click.",True,Proceeds of crime offences
U10162,N5252,Autos,Autos Sports,2019 Dodge Charger R/T Scat Pack vs. 2019 Kia Stinger GT: Which Sports Sedan Packs a Bigger Punch?,America's leading (and only) V-8 muscle sedan takes on Korea's upstart rear-drive hatchback in a battle of power versus poise.,False,Non-harmful
U10162,N5163,News,News Crime,New Hampshire shooting: Man barged into a church and wounded bride and bishop,"A gunman barged into a church in New Hampshire and opened fire, wounding a bride and the bishop before wedding guests tackled him, authorities said. Investigators want to know if the attack is related to another fatal shooting this month.",False,Non-harmful
U10162,N45289,Finance,Finance Saving Investing,A third of boomers make this critical retirement mistake,And it's putting their retirement security at risk,False,Non-harmful
U10162,N27057,Finance,Markets,"Dow tops 28,000 for first time, capping 4-week win streak",The Dow Jones Industrial Average ended at another record high Friday after White House economic adviser Larry Kudlow said China and the U.S. were getting close to reaching a trade deal.,False,Non-harmful
U10162,N2960,Lifestyle,Lifestyle Buzz,Nine-year-old child genius to graduate from Dutch university,A child prodigy from Belgium is on course to gain a bachelor's degree at the tender age of nine.,False,Non-harmful
U10162,N15185,Video,Animals,Rescuer Runs Into Sewer to Grab King Cobra by the Tail,"When a 4-foot-long king cobra appeared near a popular tourist area in southern Thailand, animal rescuers had their work cut out for them. One rescuer had to chase the venomous reptile into a sewer pipe and grab it by its tail. King cobras are the world's longest venomous snakes. Their bites affect the central nervous system and can lead to death within half an hour. The head of this cobra was the size of a fist, and the creature weighed over 30 pounds.",False,Non-harmful
U10162,N41226,Entertainment,Video,Ariana Grande Trolls Kylie Jenner's 'Rise and Shine',Ariana Grande says she wants to sample Kylie Jenner singing to Stormi.,False,Non-harmful
U10162,N59761,Movies,Movie News,Trailer - Autonomy,Official Trailer,False,Non-harmful
U10278,N46976,Food And Drink,Tips And Tricks,How much turkey do you need to buy per person?,"When hosting Thanksgiving dinner, there are a lot of questions regarding the menu that may come up.",False,Non-harmful
U10278,N30290,Food And Drink,Restaurants And News,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,It's something of an underdog story.,True,Foreign Interference Offence (FIO)
U10278,N36940,Music,Music News,"Taylor Swift Says Scooter Braun, Scott Borchetta Are Blocking Her From Playing Old Hits at AMAs","Taylor Swift has taken to social media to tell fans that Scott Borchetta, her former label head at Big Machine Records, and his new partner Scooter Braun are trying to nix her plans for a retrospective performance at the American Music Awards, as well as denying the use of her recordings for a documentary she",False,Non-harmful
U10278,N53242,Video,Science,How to Watch the Leonid Meteor Shower This Weekend,Look up this weekend to catch shooting stars radiating from the constellation Leo.,False,Non-harmful
U10278,N306,Movies,Movies Celebrity,Kevin Spacey Won't Be Charged in Sexual Assault Case After Accuser Dies,"The Los Angeles County District Attorney's Office has formally dropped a case against actor Kevin Spacey, after the accuser died.",False,Non-harmful
U10278,N13408,Finance,Finance Taxes,Raise Billions From Billionaires? Tax Experts Say It's Not That Simple,"One of the signature initiatives of Elizabeth Warren's presidential campaign is a wealth tax that, she says, would pay for many of the programs she proposes.",True,Encouraging or assisting suicide (or attempted suicide) or serious Self-Harm offences
U10278,N23094,Lifestyle,Lifestyle Did You Know,50 Facts So Genius You'll Feel Like Einstein,The famed physicist would want you to know these crazy facts!,False,Non-harmful
U10278,N43142,Sports,Basketball Nba,Former NBA first-round pick Jim Farmer arrested in sex sting operation,"Farmer, 55, was booked for trafficking a person for a commercial sex act.",False,Non-harmful
U10278,N36786,Finance,Finance Real Estate,9 renovation tips to boost resale value,"Making the right renovation decisions can help you sell your house quicker, and for more money.",True,Firearms and other weapons offences
U10278,N58391,Finance,Finance Retirement,The Average Retirement Age in Every State,See how your state stacks up in the retirement race,True,Controlling or coercive behaviour (CCB) offence
U10278,N53895,Sports,Football NFL,Tom Brady explains why he's angry at this point in the football season,"New England Patriots quarterback Tom Brady wasn't happy on Monday morning. That much was clear when he logged on for his call with WEEI sports radio. But he wasn't sad, even if he sounded a little down after his team's 37-20 loss to the Baltimore Ravens on Sunday night. ""I'm more angry. I'm just an angry football   I'm like an angry during football season. It's always kind of at a boil   just below boil. It doesn't take much to push me over the...",True,Intimate Image Abuse offences
U10278,N29862,Lifestyle,Shop Holidays,66 Cool Tech Gifts Anyone Would Be Thrilled to Receive,"Let's face it: everyone wants the newest, coolest tech gadget on the market, and we don't blame 'em.",True,Foreign Interference Offence (FIO)
U10278,N55911,Lifestyle,Lifestyle Buzz,Katie Holmes Talks About That Bra and Cardigan Moment,Katie Holmes Talks About That Bra and Cardigan Moment,False,Non-harmful
U10278,N48740,Lifestyle,Voices,I've been writing about tiny homes for a year and finally spent 2 nights in a 300-foot home to see what it's all about   here's how it went,"I stayed in a tiny house for three days to see what the fuss was all about, and I was surprised by what I saw.",True,Unlawful immigration and human trafficking offences
U10278,N53754,News,News US,"Trump's Washington hotel has fallen behind competitors, with rooms running nearly half empty, marketing materials show",A real estate firm hired by Trump's company distributed the materials to potential buyers.,False,Non-harmful
U10278,N47406,Finance,Finance Taxes,IRS: Uncashed Payout Checks From Retirement Plans Are Still Taxable,You owe tax on a 401(k) or IRA distribution for the tax year in which the money was paid out -- even if you don't cash the check until the following year.,False,Non-harmful
U10278,N14761,Weather,Weathertop Stories,Niagara Falls: Boat stuck on rocks 101 years dislodged,High winds and heavy rains dislodged the remains of a barge in the rapids above Niagara Falls that had been there 101 years.,False,Non-harmful
U10278,N11784,Video,Animals,Spot the Dog One Out - Pooch Fades Into the Crowd as Sheep Stop Traffic,"A group traveling along a remote road in Gjirokastër, Albania, on November 11 had to do a double-take as they passed a flock of sheep blocking traffic. There, among the sheep, was an equally white and fluffy dog who looked more than happy to join the crowd. A German visitor to the region, Matthias Goedeking, took the video and told Storyful that he and his traveling companions originally came across ""a herd of sheep on the road and a shepherd who was visibly unhappy about that fact."" When they spotted the dog in the crowd, they followed alongside the pooch for a while, before it disappeared   Where's Waldo? style   into the white mass of sheep surrounding it. Goedeking said a combination of very careful driving, the ""shepherd banging his crook"" on a railing, as well as ""lots of honking the car"" got him and his companions past the horde of furry creatures in the end. Credit: Matthias Goedeking via Storyful",False,Non-harmful
U10278,N27057,Finance,Markets,"Dow tops 28,000 for first time, capping 4-week win streak",The Dow Jones Industrial Average ended at another record high Friday after White House economic adviser Larry Kudlow said China and the U.S. were getting close to reaching a trade deal.,False,Non-harmful
U10278,N44656,Health,Health News,Vaping epidemic: Family seeks answers in mother's death,"Mary Kerrie Davis had smoked cigarettes for most of her adult life, when she embraced vaping as a way to quit.",False,Non-harmful
